DBN,District,School Name,Is Org Split-Sited,Building ID(s),Transfer School,Total Enrollment,Grades 3K-PK-5 Enrollment,Grades 6-8 Enrollment,Grades 9-12 Enrollment,% Asian,% Black,% Hispanic,% Multiple Race Categories Not Represented,% White,% SWD,% ELL,% Poverty,2018-19 ELA # Tested,2018-19 ELA # Proficient (L3&4),2018-19 ELA % Proficient (L3&4),2018-19 Math # Tested,2018-19 Math # Proficient (L3&4),2018-19 Math % Proficient (L3&4),2018-19 Total 4-year August Grad Cohort,2018-19 % 4-year August Graduates,2018-19 Total 6-year Grad Cohort,2018-19 % 6-year Graduates
84X488,84,The Equality Charter School,true,"X160, XADU",false,639,0,270,369,0.019,0.615,0.344,0.011,0.011,0.258,0.064,0.797,271,80,29.5%,245,51,20.8%,95,89.5%,s,s
84X489,84,South Bronx Classical Charter School III,false,XBBZ,false,323,323,0,0,0.019,0.533,0.412,0.028,0.009,0.096,0.183,0.898,115,114,99.1%,116,116,100.0%,,,,
84X491,84,Academic Leadership Charter School,true,"X065, X155",false,590,423,167,0,0.007,0.444,0.522,0.017,0.01,0.105,0.127,0.944,284,238,83.8%,281,218,77.6%,,,,
84X493,84,Success Academy Charter School - Bronx 1,false,X183,false,567,563,4,0,0.025,0.568,0.363,0.021,0.023,0.134,0.081,0.811,298,268,89.9%,299,293,98.0%,,,,
84X494,84,Success Academy Charter School - Bronx 2,true,"X022, X055",false,856,654,202,0,0.013,0.598,0.362,0.011,0.016,0.153,0.074,0.776,461,417,90.5%,409,406,99.3%,,,,
84X496,84,Icahn Charter School 4,false,XAGA,false,319,224,95,0,0.041,0.621,0.288,0.028,0.022,0.116,0.022,0.652,200,137,68.5%,200,162,81.0%,,,,
84X538,84,Icahn Charter School 5,false,XAGA,false,324,230,94,0,0.062,0.58,0.299,0.012,0.046,0.062,0.012,0.765,203,148,72.9%,203,155,76.4%,,,,
84X539,84,New Visions Charter High School for Advanced Math and Science,false,X475,false,508,0,0,508,0.03,0.4,0.528,0.031,0.012,0.12,0.049,0.795,,,,,,,114,91.2%,88,95.5%
84X553,84,New Visions Charter High School for the Humanities,false,X475,false,570,0,0,570,0.012,0.332,0.639,0.012,0.005,0.188,0.06,0.87,,,,,,,146,98.6%,89,95.5%
84X554,84,New York City Montessori Charter School,false,XAFI,false,317,317,0,0,0.006,0.297,0.647,0.032,0.019,0.256,0.177,0.918,121,52,43.0%,123,45,36.6%,,,,
84X581,84,South Bronx Community Charter School,false,X790,false,326,0,0,326,0.003,0.347,0.635,0.006,0.009,0.221,0.067,0.868,,,,,,,s,s,,
84X587,84,NYC Autism Charter School Bronx,false,X198,false,31,31,0,0,0.032,0.387,0.548,0,0.032,1,0.032,0.903,,,,,,,,,,
84X588,84,South Bronx Classical Charter School IV,false,XBBZ,false,164,164,0,0,0,0.64,0.329,0.03,0,0.14,0.287,0.97,,,,,,,,,,
84X589,84,Bronx Charter School for Excellence 3,false,XAEF,false,317,317,0,0,0.035,0.703,0.262,0,0,0.107,0.038,0.757,,,,,,,,,,
84X597,84,The Urban Assembly Charter School for Computer Science,false,X420,false,224,0,0,224,0.027,0.348,0.58,0.031,0.013,0.232,0.071,0.875,,,,,,,,,,
84X598,84,KIPP Freedom Charter School,true,"X044, X859",false,248,157,91,0,0.008,0.339,0.629,0.016,0.008,0.19,0.117,0.931,93,29,31.2%,93,58,62.4%,,,,
84X608,84,Bronx Charter School for Excellence 4,false,XAEF,false,172,172,0,0,0.047,0.744,0.209,0,0,0.145,0.064,0.75,,,,,,,,,,
84X611,84,AECI II: NYC Charter High School for Computer Engineering and Innovation,false,XAFI,false,108,0,0,108,0.019,0.185,0.722,0.065,0.009,0.213,0.111,0.87,,,,,,,,,,
84X614,84,DREAM Mott Haven Charter School,false,X151,false,65,65,0,0,0,0.477,0.492,0.015,0.015,0.2,0.123,0.815,,,,,,,,,,
84X615,84,University Prep Charter Middle School,false,X155,false,155,59,96,0,0.006,0.465,0.503,0.019,0.006,0.161,0.058,0.961,,,,,,,,,,
84X616,84,KIPP Elements Primary Charter School,false,X859,false,181,181,0,0,0.011,0.298,0.691,0,0,0.127,0.055,0.901,,,,,,,,,,
84X617,84,KIPP All Charter School,false,X859,false,179,89,90,0,0.006,0.363,0.609,0.006,0.017,0.229,0.089,0.95,,,,,,,,,,
84X623,84,Neighborhood Charter School: Bronx,false,XBPP,false,107,107,0,0,0.009,0.383,0.579,0.019,0.009,0.29,0.065,0.71,,,,,,,,,,
84X704,84,KIPP Academy Charter School,true,"X151, X790, XAVN",false,1088,566,255,267,0.003,0.416,0.565,0.009,0.006,0.155,0.087,0.886,511,319,62.4%,512,398,77.7%,63,95.2%,77,98.7%
84X730,84,Bronx Charter School for the Arts,true,"X972, XAFM",false,523,310,213,0,0.002,0.25,0.723,0.015,0.01,0.22,0.132,0.864,266,94,35.3%,261,113,43.3%,,,,
